0.0288,9.2652
0.0601,10.3711
0.0699,12.0301
0.1214,15.2977
0.1221,13.8649
0.1517,18.2134
0.1822,21.0034
0.2234,23.5672
0.254,26.0808
0.2848,28.1419
0.3474,30.4544
0.3859,31.3499
0.411,31.6691
0.4531,31.7888
0.5127,30.891
0.5728,28.7962
0.6164,26.1429
0.6603,22.7314
0.7206,20.3973
0.7646,16.8063
0.7997,14.2128
0.8341,12.8562
0.8513,12.2178
0.8768,11.8986
0.9275,11.8188
0.9777,12.5769
1.0353,15.4098
1.0759,18.4023
1.1416,21.8935
1.1898,25.2278
1.236,26.4312
1.2892,27.2229
1.3091,27.5238
1.356,27.5396
1.4099,26.827
1.4643,25.2278
1.5328,22.2826
1.5945,19.4641
1.6291,17.3581
1.6634,15.7588
1.7175,14.8563
1.7379,14.2387
1.7715,13.8429
1.8051,13.7162
1.878,15.0938
1.924,16.9147
1.9767,18.609
2.0359,20.6358
2.0952,22.5043
2.1214,23.6127
2.1412,24.2935
2.1878,24.6736
2.2145,24.8636
2.2681,24.8002
2.3018,24.4361
2.3426,23.2801
2.3969,21.9026
2.4647,20.2241
2.499,18.514
2.5398,17.4373
2.5872,16.3764
2.6076,15.838
2.6211,15.4896
2.6681,15.2996
2.6949,15.268
2.755,15.553
2.7882,16.218
2.8475,17.9756
2.9069,19.7016
2.973,21.475
3.0195,22.2351
3.0526,22.8051
3.0927,23.0585
3.1194,23.1218
3.1731,22.916
3.2203,22.3934
3.2609,21.4909
3.3016,20.4933
3.3692,19.2899
3.4032,18.2607
3.4573,17.2473
3.491,16.7247
3.518,16.408
3.5649,16.408
3.6183,16.7564
3.6716,17.1839
3.7578,18.8465
3.8107,20.1766
3.8973,21.0475
3.9238,21.5225
3.9639,21.7442
3.9839,21.8709
4.0375,21.9184
4.071,21.7759
4.1048,21.2058
4.1654,20.5883
4.2262,19.5749
4.2601,18.7515
4.3006,18.1657
4.3276,17.7223
4.3679,17.4214
4.3948,17.2473
4.4417,17.1523
4.5085,17.5323
4.5618,17.9598
4.635,18.894
4.7282,19.9549
4.7814,20.62
4.8281,20.9525
4.8616,21.0158
4.9219,20.9842
4.9756,20.7942
5.0495,20.2716
5.0967,19.6541
5.1843,18.5932
5.2314,18.1815
5.2583,17.8806
5.2985,17.754
5.3253,17.8015
5.3722,17.849
5.4388,18.4823
5.5322,19.1315
5.6256,19.8124
5.679,20.2558
5.7525,20.4141
5.8463,20.3508
5.9269,19.8283
5.9807,19.4324
6.0345,19.0207
6.1017,18.609
6.1554,18.3715
6.1889,18.2132
6.2893,18.3873
6.3828,18.8465
6.4428,19.3057
6.4829,19.5749
6.5229,19.8283
6.5831,20.0341
6.6567,20.1133
6.764,19.8283
6.8512,19.5116
6.9184,19.0999
6.952,18.8307
7.0124,18.5615
7.1062,18.4507
7.1731,18.609
7.2466,18.8465
7.3068,19.1315
7.3735,19.5274
7.4605,19.7649
7.5475,19.8758
7.628,19.4799
7.7688,19.084
7.8225,18.8465
7.9364,18.7832
8.0569,18.8782
8.1371,19.0999
8.204,19.2899
8.2842,19.5274
8.3712,19.6224
8.5119,19.5591
8.5924,19.3374
8.6394,19.1157
8.6796,19.0524
8.76,18.9257
8.8404,18.8465
8.981,18.9099
9.0746,19.1632
9.195,19.4166
9.2686,19.5116
9.416,19.4007
9.53,19.1632
9.6238,18.9574
9.731,18.8465
9.8649,18.9732
9.9585,19.179
10.079,19.3849
10.2061,19.4641
10.367,19.2899
10.4139,19.2107
10.5344,19.1632
10.6617,19.1315
10.8023,19.2107
11.0299,19.3057
11.137,19.3532
11.3514,19.1632
11.3581,19.1949
11.4786,19.1157
11.5858,19.179
11.7464,19.2424
11.8268,19.2741
11.9741,19.2899
