N_CELLS,N_TRIANGLES,VOLUME_FROM_VOLUME_FRACTION,VOLUME_FROM_SURFACE_INTEGRAL,VOLUME_ERROR_FROM_SURFACE_INTEGRAL,CPU_TIME_MICROSECONDS,MAX_REFINEMENT_LEVEL
131072,1,2.0943841925155255306e-09,4.1887902047863908955e-09,0.50000260454143952149,3543107,4
