x,y
0.00050172,5.57176820159384E-06
0.000502608,5.55703582268767E-06
0.000503496,5.54212950850142E-06
0.000504384,5.52669619786449E-06
0.000505272,5.50995689459761E-06
0.00050616,5.45872586621141E-06
0.000507048,5.42570317079262E-06
0.000507936,5.40867822619139E-06
0.000508824,5.39265873418104E-06
0.000509712,5.37705291385176E-06
0.0005106,5.3613503188621E-06
0.000511488,5.34475746129197E-06
0.000512376,5.32583154686001E-06
0.000513264,5.30288811777342E-06
0.000514152,5.27807557376275E-06
0.00051504,5.25375292676603E-06
0.000515928,5.22903050836215E-06
0.000516816,5.2070044551133E-06
0.000517704,5.18904416696238E-06
0.000518592,5.17364270163966E-06
0.00051948,5.1596631188146E-06
0.000520368,5.14658917817595E-06
0.000521256,5.13433228749128E-06
0.000522144,5.12425801350692E-06
0.000523032,5.06136549568338E-06
0.00052392,4.94222171491007E-06
0.000524808,4.9482341547165E-06
0.000525696,4.95363387166284E-06
0.000526584,4.94524921886969E-06
0.000527472,4.93366767661106E-06
0.00052836,4.92046477585529E-06
0.000529248,4.9052297089618E-06
0.000530136,4.88646266023765E-06
0.000531024,4.86517117947511E-06
0.000531912,4.84693443425949E-06
0.0005328,4.83228746360972E-06
0.000533688,4.82114074378377E-06
0.000534576,4.83821308266907E-06
0.000535464,4.72810891082307E-06
0.000536352,4.71671776703601E-06
0.00053724,4.7034353748689E-06
0.000538128,4.68736074937078E-06
0.000539016,4.65976674932404E-06
0.000539904,4.63292709232793E-06
0.000540792,4.61666316453146E-06
0.00054168,4.60243358052278E-06
0.000542568,4.58837140451876E-06
0.000543456,4.57313885429088E-06
0.000544344,4.54970543695246E-06
0.000545232,4.50596075232625E-06
0.00054612,4.4858743470681E-06
0.000547008,4.46805505610828E-06
0.000547896,4.4470959552375E-06
0.000548784,4.42361782778981E-06
0.000549672,4.4039632472909E-06
0.00055056,4.38745355266324E-06
0.000551448,4.37201796664752E-06
0.000552336,4.35657965532746E-06
0.000553224,4.34036238996348E-06
0.000554112,4.32247298972019E-06
0.000555,4.30174792162858E-06
0.000555888,4.27683687371757E-06
0.000556776,4.24682089353406E-06
0.000557664,4.21924737556917E-06
0.000558552,4.19826786538311E-06
0.00055944,4.18037101260862E-06
0.000560328,4.16355689367763E-06
0.000561216,4.14680103986021E-06
0.000562104,4.12933683932807E-06
0.000562992,4.11045180703851E-06
0.00056388,4.0897665265843E-06
0.000564768,4.06785780660075E-06
0.000565656,4.04574674569777E-06
0.000566544,4.02377899081745E-06
0.000567432,4.00238742043386E-06
0.00056832,3.9823942200319E-06
0.000569208,3.96386166841592E-06
0.000570096,3.94608344154189E-06
0.000570984,3.92803449984927E-06
0.000571872,3.90825178596641E-06
0.00057276,3.88495541047517E-06
0.000573648,3.85789359078939E-06
0.000574536,3.82093680859499E-06
0.000575424,3.78811502572036E-06
0.000576312,3.76829096657184E-06
0.0005772,3.7519522537485E-06
0.000578088,3.7368527282185E-06
0.000578976,3.72228958551474E-06
0.000579864,3.70790775238818E-06
0.000580752,3.69335945720888E-06
0.00058164,3.67773655755848E-06
0.000582528,3.65139398320187E-06
0.000583416,3.61180491383616E-06
0.000584304,3.59378434322401E-06
0.000585192,3.57494988970842E-06
0.00058608,3.54700311647035E-06
0.000586968,3.51629644544349E-06
0.000587856,3.49660764020955E-06
0.000588744,3.48030508339372E-06
0.000589632,3.4646478664242E-06
0.00059052,3.44839419968098E-06
0.000591408,3.4298212515977E-06
0.000592296,3.40624740460119E-06
0.000593184,3.38200110064246E-06
0.000594072,3.3624927661125E-06
0.00059496,3.34513975862673E-06
0.000595848,3.32793841450934E-06
0.000596736,3.30962162398766E-06
0.000597624,3.28916308925395E-06
0.000598512,3.26688137989811E-06
0.0005994,3.24506654376958E-06
0.000600288,3.22455788733434E-06
0.000601176,3.20377266691454E-06
0.000602064,3.18032672916557E-06
0.000602952,3.15568130619975E-06
0.00060384,3.1345319435978E-06
0.000604728,3.11613191995805E-06
0.000605616,3.09876735952817E-06
0.000606504,3.08152002755609E-06
0.000607392,3.06392135589417E-06
0.00060828,3.04584626361084E-06
0.000609168,3.02753098011615E-06
0.000610056,3.00937991358118E-06
0.000610944,2.99158253837877E-06
0.000611832,2.97392070298471E-06
0.00061272,2.95577231180015E-06
0.000613608,2.9360869897897E-06
0.000614496,2.91392655856303E-06
0.000615384,2.89088153153394E-06
0.000616272,2.86959082284045E-06
0.00061716,2.84983474763342E-06
0.000618048,2.83069058841075E-06
0.000618936,2.8118379963271E-06
0.000619824,2.79335690831567E-06
0.000620712,2.77527684108464E-06
0.0006216,2.7573297741586E-06
0.000622488,2.73895656358185E-06
0.000623376,2.71950928589068E-06
0.000624264,2.69895432614875E-06
0.000625152,2.67846806108871E-06
0.00062604,2.65897765101391E-06
0.000626928,2.6401854964609E-06
0.000627816,2.62148751691618E-06
0.000628704,2.60266463446063E-06
0.000629592,2.58388115590084E-06
0.00063048,2.56507554414446E-06
0.000631368,2.54522214823277E-06
0.000632256,2.5226118315987E-06
0.000633144,2.4997300556985E-06
0.000634032,2.48081703818548E-06
0.00063492,2.46471957346625E-06
0.000635808,2.44980067771522E-06
0.000636696,2.4350633471137E-06
0.000637584,2.41955594161159E-06
0.000638472,2.40165663310162E-06
0.00063936,2.37831508224038E-06
0.000640248,2.34896819463706E-06
0.000641136,2.31909368605451E-06
0.000642024,2.29541540569913E-06
0.000642912,2.27813384145357E-06
0.0006438,2.2637911441072E-06
0.000644688,2.25076649258333E-06
0.000645576,2.23835738745682E-06
0.000646464,2.22616630167381E-06
0.000647352,2.21385603620677E-06
0.00064824,2.20097572380248E-06
0.000649128,2.1866940403997E-06
0.000650016,2.16955041454078E-06
0.000650904,2.14963947508662E-06
0.000651792,2.13136490270491E-06
0.00065268,2.11551462118783E-06
0.000653568,2.09888224382485E-06
0.000654456,2.06870115317348E-06
0.000655344,2.03730316555063E-06
0.000656232,2.0216603708749E-06
0.00065712,2.00874913424987E-06
0.000658008,1.99643886427331E-06
0.000658896,1.98409239115434E-06
0.000659784,1.97129565030742E-06
0.000660672,1.95759435176844E-06
0.00066156,1.94247075406076E-06
0.000662448,1.92578287978657E-06
0.000663336,1.90850174173766E-06
0.000664224,1.89176668520721E-06
0.000665112,1.875318676297E-06
0.000666,1.85772666851159E-06
0.000666888,1.83720230066608E-06
0.000667776,1.81514564890004E-06
0.000668664,1.7960453323365E-06
0.000669552,1.77998187506121E-06
0.00067044,1.76535706038311E-06
0.000671328,1.7510707913217E-06
0.000672216,1.73618369612552E-06
0.000673104,1.71919990818684E-06
0.000673992,1.69781994028153E-06
0.00067488,1.6751708721947E-06
0.000675768,1.65676079041805E-06
0.000676656,1.64092261095956E-06
0.000677544,1.62600447825407E-06
0.000678432,1.61135727442921E-06
0.00067932,1.59676597339674E-06
0.000680208,1.58221703881275E-06
0.000681096,1.5677826883352E-06
0.000681984,1.553530771157E-06
0.000682872,1.53946587054693E-06
0.00068376,1.52551349466783E-06
0.000684648,1.51153295090453E-06
0.000685536,1.49734156637768E-06
0.000686424,1.4827552446823E-06
0.000687312,1.46766848038842E-06
0.0006882,1.45215875294726E-06
0.000689088,1.43648479653845E-06
0.000689976,1.42088508733039E-06
0.000690864,1.40539159725814E-06
0.000691752,1.38988383199532E-06
0.00069264,1.37430218813393E-06
0.000693528,1.35882369178857E-06
0.000694416,1.34380653600372E-06
0.000695304,1.32952630382387E-06
0.000696192,1.31601795345844E-06
0.00069708,1.30313597819816E-06
0.000697968,1.29066569829257E-06
0.000698856,1.27838183958304E-06
0.000699744,1.26606820716859E-06
0.000700632,1.25354604234746E-06
0.00070152,1.24075412178494E-06
0.000702408,1.22785841647643E-06
0.000703296,1.21522974052532E-06
0.000704184,1.20320336238458E-06
0.000705072,1.19188210544251E-06
0.00070596,1.18116889687971E-06
0.000706848,1.17088575790608E-06
0.000707736,1.16085048100909E-06
0.000708624,1.15090566595888E-06
0.000709512,1.14092405986577E-06
0.0007104,1.13080400048242E-06
0.000711288,1.12046098031426E-06
0.000712176,1.10981785321751E-06
0.000713064,1.09879398202282E-06
0.000713952,1.08729303207252E-06
0.00071484,1.07519160145489E-06
0.000715728,1.06233814397017E-06
0.000716616,1.04858503439568E-06
0.000717504,1.03388625476535E-06
0.000718392,1.01845179201965E-06
0.00071928,1.0028157300025E-06
0.000720168,9.87639535791712E-07
