N_CELLS,N_TRIANGLES,VOLUME_FROM_VOLUME_FRACTION,VOLUME_FROM_SURFACE_INTEGRAL,VOLUME_ERROR_FROM_SURFACE_INTEGRAL,CPU_TIME_MICROSECONDS,MAX_REFINEMENT_LEVEL
1100738,1,4.1887667473318714447e-09,4.1887902047863908955e-09,5.6000547586858836219e-06,46667740,4
