N_CELLS,N_TRIANGLES,VOLUME_FROM_VOLUME_FRACTION,VOLUME_FROM_SURFACE_INTEGRAL,VOLUME_ERROR_FROM_SURFACE_INTEGRAL,CPU_TIME_MICROSECONDS,MAX_REFINEMENT_LEVEL
202500,1,4.1810438231171274915e-09,4.1887902047863908955e-09,0.0018493124006095775034,6198886,4
