N_CELLS,N_TRIANGLES,VOLUME_FROM_VOLUME_FRACTION,VOLUME_FROM_SURFACE_INTEGRAL,VOLUME_ERROR_FROM_SURFACE_INTEGRAL,CPU_TIME_MICROSECONDS,MAX_REFINEMENT_LEVEL
62500,1,2.0943777927103162529e-09,4.1887902047863908955e-09,0.50000413238239038716,2249364,4
