0.000503,0.03328
0.001366,0.07982
0.001941,0.12162
0.002804,0.1716
0.004098,0.22288
0.004674,0.27459
0.006831,0.34139
0.007838,0.37931
0.008557,0.42412
0.010427,0.49006
0.012584,0.5254
0.016899,0.56678
0.019488,0.60944
0.023946,0.64953
0.02898,0.69005
0.037322,0.73963
0.04739,0.78664
0.056883,0.81683
0.070978,0.85566
0.094709,0.8984
0.115132,0.92087
0.129227,0.93256
0.145624,0.94338
0.158856,0.95162
0.1718,0.95856
0.184457,0.96118
0.195963,0.96424
0.210346,0.9686
0.222571,0.96907
0.234652,0.97299
0.248891,0.97778
0.268595,0.98
0.283266,0.98048
0.299662,0.98398
0.313901,0.98705
0.32814,0.98537
0.343668,0.99402
0.356715,0.99515
0.368675,0.99519
0.378823,0.99848
