N_CELLS,N_TRIANGLES,VOLUME_FROM_VOLUME_FRACTION,VOLUME_FROM_SURFACE_INTEGRAL,VOLUME_ERROR_FROM_SURFACE_INTEGRAL,CPU_TIME_MICROSECONDS,MAX_REFINEMENT_LEVEL
500000,1,2.0943907775039159164e-09,4.1887902047863908955e-09,0.5000010324912607107,8965631,4
